Accession	Organism_Name	GenBank_RefSeq	Assembly	SRA_Accession	Submitters	Organization	Org_location	Release_Date	Isolate	Species	Genus	Family	Molecule_type	Length	Nuc_Completeness	Genotype	Segment	Publications	Geo_Location	Country	USA	Host	Tissue_Specimen_Source	Collection_Date	BioSample	BioProject	GenBank_Title	date	country	strain	virus	accession	latitude	longitude
OR780620.1	Rift Valley fever virus	GenBank			Juma,J.A., Nkundwanayo,C., Nyabongo,L., Niyokwizera,P., Ntirandekura,B., Ntuwuyankira,N., Nyamota,R., Konongoi,S.L., Roesel,K., Bett,B.K. and Oyola,S.O.	Animal and Human Health, International Livestock Research Institute, Naivasha Road, Nairobi P. O. Box 30709-00100, Kenya		06-DEC-2023	BDI0005	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3559	partial		M		Burundi: Kobero	Burundi		Bos taurus		19-May-2022			Rift Valley fever virus isolate BDI0005 glycoprotein gene, partial cds	2022-05-19	Burundi	BDI0005	rvf	OR780620.1	-3.3731	29.9189
MG659733.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	Ar 118	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Aedes circumluteolus (mosquito)		1955			Rift Valley fever virus isolate Ar 118 segment M, complete sequence	1955	South Africa	Ar 118	rvf	MG659733.1	-30.5595	22.9375
HM586969.1	Rift Valley fever virus	GenBank			Nderitu,L.M., Lee,J.S., Omolo,J., Omulo,S., O'Guinn,M.L., Hightower,A., Mosha,F., Mohamed,M., Munyua,P., Nganga,Z., Hiett,K., Seal,B., Feikin,D.R., Breiman,R.F. and Njenga,K.	Global Disease Detection Division, U.S. Centers for Disease Control and Prevention-Kenya, P.O. Box 606, Nairobi 00621, Kenya		14-APR-2011	KEN/Bar-035/07	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	partial		M		Kenya	Kenya				30-Jan-2007			Rift Valley fever virus strain KEN/Bar-035/07 glycoprotein gene, complete cds	2007-01-30	Kenya	KEN/Bar-035/07	rvf	HM586969.1	0.0236	37.9062
HM587092.1	Rift Valley fever virus	GenBank			Grobbelaar,A., Swanepoel,R. and Paweska,J.T.	NICD, 1 Modderfontein Road, Johannesburg 2131, South Africa		09-DEC-2011	SA54/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	490	partial		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA54/10 segment M glycoprotein G2 gene, partial cds	2010	South Africa	SA54/10	rvf	HM587092.1	-30.5595	22.9375
ON060796.1	Rift Valley fever virus	GenBank			Nyakarahuka,L., Whitmer,S., Klena,J., Balinandi,S.K., Talundzic,E., Alex,T., Jackson,K., Mulei,S., Patel,K., Baluku,J., Grace,A.G., Diana,N., Kamugisha,K., Cossaboom,C., Whitesell,A., Carson,T., Graziano,J., Montomery,J., Stuart,N., Lutwama,J. and Shoemaker,T.R.	VSPB, CDC, 1600 Clifton Road, Atlanta, GA 30333, USA		25-MAR-2023	201902737_L|Uganda|2018	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6389	partial		L		Uganda	Uganda		Homo sapiens		2018			Rift Valley fever virus isolate 201902737_L|Uganda|2018 RNA-dependent RNA polymerase gene, complete cds	2018	Uganda	201902737_L|Uganda|2018	rvf	ON060796.1	1.3733	32.2903
GQ443256.1	Rift Valley fever virus	GenBank			Reynes,J.-M., Andriamandimby,S.F. and Razainirina,J.	Centre National de Reference Pour les Arbovirus et Virus Responsables de Fievres Hemorragiques, Institut Pasteur de Madagascar, Route de L'institut Pasteur, Antananarivo 101, Madagascar		25-JUL-2016	2034-08	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	756	partial		M		Madagascar	Madagascar		Homo sapiens	serum	23-Apr-2008			Rift Valley fever virus strain 2034-08 segment M glycoprotein G2 gene, partial cds	2008-04-23	Madagascar	2034-08	rvf	GQ443256.1	-18.7669	46.8691
GQ443208.1	Rift Valley fever virus	GenBank			Reynes,J.-M., Andriamandimby,S.F. and Razainirina,J.	Centre National de Reference Pour les Arbovirus et Virus Responsables de Fievres Hemorragiques, Institut Pasteur de Madagascar, Route de L'institut Pasteur, Antananarivo 101, Madagascar		25-JUL-2016	0897-08	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	564	partial		L		Madagascar	Madagascar		Homo sapiens	serum	26-Mar-2008			Rift Valley fever virus strain 0897-08 segment L polymerase gene, partial cds	2008-03-26	Madagascar	0897-08	rvf	GQ443208.1	-18.7669	46.8691
PP746384.1	Rift Valley fever virus	GenBank			Juma,J.A., Nsengimana,I., Mwangi,R., Nyamota,R., Konongoi,S.L., Roesel,K., Gasana,M.N., Ingabire,A., Uwibambe,E., Ndayisenga,F., Mavunyi,C.M., Hazikimana,E., Hazikimana,J.N., Eastwood,G., Chengula,A., Kasanga,C.J., Bett,B. and Oyola,S.O.	Animal and Human Health, International Livestock Research Institute, Naivasha Road, Nairobi P. O. Box 30709-00100, Kenya		22-AUG-2024	Rwanda2022P11	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1665	partial		S		Rwanda	Rwanda		Bos taurus		2022-09-06			Rift Valley fever virus strain Rwanda2022P11 nonstructural protein and nucleocapsid genes, complete cds	2022-09-06	Rwanda	Rwanda2022P11	rvf	PP746384.1	-1.9403	29.8739
MG659922.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU126/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SPU126/10 segment S, complete sequence	2010	South Africa	SPU126/10	rvf	MG659922.1	-30.5595	22.9375
MG659751.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA128/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA128/10 segment M, complete sequence	2010	South Africa	SA128/10	rvf	MG659751.1	-30.5595	22.9375
EU312105.1	Rift Valley fever virus	GenBank			Aitken,S.C., Paweska,J.T. and Grobbelaar,A.	Special Pathogens Unit, National Institute for Communicable Diseases, Private Bag X4, Sandringham, Johannesburg, Gauteng 2131, South Africa		30-NOV-2009	214445KEN83	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Kenya	Kenya		Aedes mcintoshi (mosquito)		1983			Rift Valley fever virus strain 214445KEN83 segment S, complete sequence	1983	Kenya	214445KEN83	rvf	EU312105.1	0.0236	37.9062
KX944850.1	Rift Valley fever virus	GenBank			Maluleke,M.R., Phosiwa,M., Lubisi,B.A., van Schalkwyk,A., Michuki,G., Kegakilwe,P.S., Kemp,S.J. and Majiwa,P.A.O.	Molecular Epidemiology and Diagnostic, Agricultural Research Council - Onderstepoort Veterinary Institute, 100 Old Soutpan Road, Pretoria, Gauteng 0110, South Africa		25-OCT-2018	M12/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6329	partial		L		South Africa	South Africa		ovine		2010			Rift Valley fever virus isolate M12/10 segment L polymerase gene, complete cds	2010	South Africa	M12/10	rvf	KX944850.1	-30.5595	22.9375
DQ375419.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	Zinga	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Central African Republic	Central African Republic			human sera	1969			Rift Valley fever virus strain Zinga segment L, complete sequence	1969	Central African Republic	Zinga	rvf	DQ375419.1	6.6111	20.9394
PP746324.1	Rift Valley fever virus	GenBank			Juma,J.A., Nsengimana,I., Mwangi,R., Nyamota,R., Konongoi,S.L., Roesel,K., Gasana,M.N., Ingabire,A., Uwibambe,E., Ndayisenga,F., Mavunyi,C.M., Hazikimana,E., Hazikimana,J.N., Eastwood,G., Chengula,A., Kasanga,C.J., Bett,B. and Oyola,S.O.	Animal and Human Health, International Livestock Research Institute, Naivasha Road, Nairobi P. O. Box 30709-00100, Kenya		22-AUG-2024	Rwanda2022P40	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	5936	partial		L		Rwanda	Rwanda		Bos taurus		2022-07-03			Rift Valley fever virus strain Rwanda2022P40 polymerase gene, partial cds	2022-07-03	Rwanda	Rwanda2022P40	rvf	PP746324.1	-1.9403	29.8739
GQ443155.1	Rift Valley fever virus	GenBank			Reynes,J.-M., Andriamandimby,S.F. and Razainirina,J.	Centre National de Reference Pour les Arbovirus et Virus Responsables de Fievres Hemorragiques, Institut Pasteur de Madagascar, Route de L'institut Pasteur, Antananarivo 101, Madagascar		25-JUL-2016	0859-08	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	627	partial		S		Madagascar	Madagascar		Bos taurus	serum	24-Mar-2008			Rift Valley fever virus strain 0859-08 segment S nonstructural protein gene, partial cds	2008-03-24	Madagascar	0859-08	rvf	GQ443155.1	-18.7669	46.8691
JF326204.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control & Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		08-FEB-2012	2007000324	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Tanzania	Tanzania		Homo sapiens		Feb-2007			Rift Valley fever virus strain 2007000324 segment S, complete sequence	2007	Tanzania	2007000324	rvf	JF326204.1	-6.369	34.8888
HM586974.1	Rift Valley fever virus	GenBank			Nderitu,L.M., Lee,J.S., Omolo,J., Omulo,S., O'Guinn,M.L., Hightower,A., Mosha,F., Mohamed,M., Munyua,P., Nganga,Z., Hiett,K., Seal,B., Feikin,D.R., Breiman,R.F. and Njenga,K.	Global Disease Detection Division, U.S. Centers for Disease Control and Prevention-Kenya, P.O. Box 606, Nairobi 00621, Kenya		14-APR-2011	KEN/Bar-Msq/187-09/07	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	partial		M		Kenya	Kenya				13-Feb-2007			Rift Valley fever virus strain KEN/Bar-Msq/187-09/07 glycoprotein gene, complete cds	2007-02-13	Kenya	KEN/Bar-Msq/187-09/07	rvf	HM586974.1	0.0236	37.9062
OM744372.1	Rift Valley fever virus	GenBank			Juma,J.A., Limbaso,S.K. and Oyola,S.O.	Animal and Human Health, International Livestock Research Institute, Naivasha Road, Nairobi P. O. Box 30709-00100, Kenya		20-MAR-2022	DVS-333	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1689	complete		S		Kenya: Kiambu	Kenya		Bos taurus		15-Jul-2021			Rift Valley fever virus strain DVS-333 segment S, complete sequence	2021-07-15	Kenya	DVS-333	rvf	OM744372.1	0.0236	37.9062
HM587060.1	Rift Valley fever virus	GenBank			Grobbelaar,A., Swanepoel,R. and Paweska,J.T.	NICD, 1 Modderfontein Road, Johannesburg 2131, South Africa		09-DEC-2011	MgAn991	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	490	partial		M		Madagascar	Madagascar		bovine		1991			Rift Valley fever virus isolate MgAn991 segment M glycoprotein G2 gene, partial cds	1991	Madagascar	MgAn991	rvf	HM587060.1	-18.7669	46.8691
PP746463.1	Rift Valley fever virus	GenBank			Konongoi,S.L., Juma,J.A., Roesel,K., Bett,B. and Oyola,S.O.	Animal and Human Health, International Livestock Research Institute, Naivasha Road, Nairobi P. O. Box 30709-00100, Kenya		12-FEB-2025	HA-HAR	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1661	partial		S		Kenya: Kilifi	Kenya		Homo sapiens		01-Jan-2007			Rift Valley fever virus strain HA-HAR nonstructural protein and nucleocapsid genes, complete cds	2007-01-01	Kenya	HA-HAR	rvf	PP746463.1	0.0236	37.9062
AF134549.1	Rift Valley fever virus	GenBank			Sall,A.A., Zanotto,P.M., Sene,O.K., Zeller,H.G., Digoutte,J.P., Thiongane,Y. and Bouloy,M.	Laboratoire des Bunyavirides, Institut Pasteur de Dakar, BP 220, Dakar, Senegal		26-JUL-2016	An Sen 93	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	142	partial		S										Rift Valley fever virus S segment strain An Sen 93 nucleocapsid protein (N) gene, partial cds			An Sen 93	rvf	AF134549.1		
KY126692.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU162/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SPU162/10 segment M, complete sequence	2010	South Africa	SPU162/10	rvf	KY126692.1	-30.5595	22.9375
Y12746.1	Rift Valley fever virus	GenBank			Prehaud,C.J.N.	C.J.N. Prehaud, Institut Pasteur, Laboratoire des Bunyavirides, 75724 Paris Cedex 15, 75724, FRANCE		25-JUL-2016	Ar Mg990	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	601	partial												Rift valley fever virus NSs gene, partial, strain Ar Mg990			Ar Mg990	rvf	Y12746.1		
MG659779.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA633/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA633/10 segment M, complete sequence	2010	South Africa	SA633/10	rvf	MG659779.1	-30.5595	22.9375
JF309200.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Kasiiti,J.L., Muriithi,R.M., Gacheru,S.G., Musaa,J.O., Towner,J.S., Reeder,S.A., Oliver,J.B., Stevens,T.L., Erickson,B.R., Morgan,L.T., Khristova,M.L., Hartman,A.L., Comer,J.A., Rollin,P.E., Ksiazek,T.G. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control & Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		04-AUG-2011	2007002820	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Kenya: Garissa	Kenya		buffalo		09-Feb-2007			Rift Valley fever virus strain 2007002820 segment M, complete sequence	2007-02-09	Kenya	2007002820	rvf	JF309200.1	0.0236	37.9062
MG659810.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA389/11	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2011			Rift Valley fever virus isolate SA389/11 segment M, complete sequence	2011	South Africa	SA389/11	rvf	MG659810.1	-30.5595	22.9375
PP746357.1	Rift Valley fever virus	GenBank			Juma,J.A., Nsengimana,I., Mwangi,R., Nyamota,R., Konongoi,S.L., Roesel,K., Gasana,M.N., Ingabire,A., Uwibambe,E., Ndayisenga,F., Mavunyi,C.M., Hazikimana,E., Hazikimana,J.N., Eastwood,G., Chengula,A., Kasanga,C.J., Bett,B. and Oyola,S.O.	Animal and Human Health, International Livestock Research Institute, Naivasha Road, Nairobi P. O. Box 30709-00100, Kenya		22-AUG-2024	Rwanda2022P33	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3513	partial		M		Rwanda	Rwanda		Bos taurus		2022-06-25			Rift Valley fever virus strain Rwanda2022P33 glycoprotein gene, partial cds	2022-06-25	Rwanda	Rwanda2022P33	rvf	PP746357.1	-1.9403	29.8739
MT561461.1	Rift Valley fever virus	GenBank			Monaco,F., Pinoni,C., Cosseddu,G.M., Siegfried,K., Kudakwashe,M., Paolo,C., Umberto,M., Alec,B., Annamaria,C., Massimo,S. and Rossella,L.	Viral Exotic Diseases, Istituto Zooprofilattico Sperimentale 'G. Caporale', Campo Boario, Teramo, Abruzzo 64100, Italy		05-MAY-2021	Namibia_2010	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Namibia	Namibia		ovine		30-Jul-2010			Rift Valley fever virus isolate Namibia_2010 segment L, complete sequence	2010-07-30	Namibia	Namibia_2010	rvf	MT561461.1	-22.9576	18.4904
MG659879.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1143/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1143/10 segment L, complete sequence	2010	South Africa	SA1143/10	rvf	MG659879.1	-30.5595	22.9375
MG972979.1	Rift Valley fever virus	GenBank			Whitmer,S.L.M., Zufan,S.E., Stroeher,U., Nichol,S.T. and Klena,J.D.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		05-MAR-2020	201707025	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3817	partial		M		Uganda	Uganda		Homo sapiens		07-Dec-2017			Rift Valley fever virus strain 201707025 segment M glycoprotein gene, partial cds	2017-12-07	Uganda	201707025	rvf	MG972979.1	1.3733	32.2903
JQ820485.1	Rift Valley fever virus	GenBank			Aradaib,I.E., Erickson,B.R., Khristova,M.L., Karsany,M.E., Elageb,R.M., Elkhidir,I.M., Elbashir,M.I. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		26-JAN-2013	Sudan 85-2010	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Sudan: Gezira State	Sudan		Homo sapiens	human sera	Oct-2010			Rift Valley fever virus strain Sudan 85-2010 segment L, complete sequence	2010	Sudan	Sudan 85-2010	rvf	JQ820485.1	12.8628	30.2176
OP146111.1	Rift Valley fever virus	GenBank			Mlingo,T.A.M., Mokoena,N.B. and Nthangeni,M.B.	Research and Development: Virology, Onderstepoort Biological Products Soc Ltd, 100 Old Soutpan Road, Pretoria, Gauteng 0110, South Africa		29-MAR-2023	RSA/OBP/RVFV/Inactivated	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa				1974	SAMN29826208	PRJNA756858	Rift Valley fever virus strain RSA/OBP/RVFV/Inactivated segment M, complete sequence	1974	South Africa	RSA/OBP/RVFV/Inactivated	rvf	OP146111.1	-30.5595	22.9375
PV231437.1	Rift Valley fever virus	GenBank			Modise-Tlotleng,B.M., Mpoloka,S.W., Settypalli,T.B.K., Takemura,T., Hyera,J., Xue,D., Kgotlele,T., Morapedi,K., Raboloko,O.O., Marobela-Raborokgwe,C., Viljoen,G.J., Cattoli,G. and Lamien,C.E.	Animal Production and Health Laboratory, Joint FAO/IAEA Centre of Nuclear Techniques in Food and Agriculture, Department of Nuclear Sciences and Applications, International Atomic Energy Agency, Wagramer Strasse 5, P.O. Box 100, Vienna 1400, Austria		23-MAR-2025	BOT_CAP/2017/2928_S5	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3096	complete		M		Botswana	Botswana		caprine		2017			Rift Valley fever virus isolate BOT_CAP/2017/2928_S5 segment M, complete sequence	2017	Botswana	BOT_CAP/2017/2928_S5	rvf	PV231437.1	-22.3285	24.6849
AF134544.1	Rift Valley fever virus	GenBank			Sall,A.A., Zanotto,P.M., Sene,O.K., Zeller,H.G., Digoutte,J.P., Thiongane,Y. and Bouloy,M.	Laboratoire des Bunyavirides, Institut Pasteur de Dakar, BP 220, Dakar, Senegal		26-JUL-2016	An K 6087	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	142	partial		S										Rift Valley fever virus S segment strain An K 6087 nucleocapsid protein (N) gene, partial cds			An K 6087	rvf	AF134544.1		
HM586978.1	Rift Valley fever virus	GenBank			Nderitu,L.M., Lee,J.S., Omolo,J., Omulo,S., O'Guinn,M.L., Hightower,A., Mosha,F., Mohamed,M., Munyua,P., Nganga,Z., Hiett,K., Seal,B., Feikin,D.R., Breiman,R.F. and Njenga,K.	Global Disease Detection Division, U.S. Centers for Disease Control and Prevention-Kenya, P.O. Box 606, Nairobi 00621, Kenya		14-APR-2011	KEN/Mal-032/07	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	partial		S		Kenya	Kenya				15-Jan-2007			Rift Valley fever virus strain KEN/Mal-032/07 non-structural protein (NSs) and nucleocapsid protein (NP) genes, complete cds	2007-01-15	Kenya	KEN/Mal-032/07	rvf	HM586978.1	0.0236	37.9062
PP746410.1	Rift Valley fever virus	GenBank			Juma,J.A., Nsengimana,I., Mwangi,R., Nyamota,R., Konongoi,S.L., Roesel,K., Gasana,M.N., Ingabire,A., Uwibambe,E., Ndayisenga,F., Mavunyi,C.M., Hazikimana,E., Hazikimana,J.N., Eastwood,G., Chengula,A., Kasanga,C.J., Bett,B. and Oyola,S.O.	Animal and Human Health, International Livestock Research Institute, Naivasha Road, Nairobi P. O. Box 30709-00100, Kenya		22-AUG-2024	Rwanda2022P80	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1657	partial		S		Rwanda	Rwanda		Bos taurus		2022-06-28			Rift Valley fever virus strain Rwanda2022P80 nonstructural protein and nucleocapsid genes, complete cds	2022-06-28	Rwanda	Rwanda2022P80	rvf	PP746410.1	-1.9403	29.8739
